知道 zhidao
延性 yanxing
芋艿 yunai
健美运动 jianmeiyundong
涮羊肉 shuanyangrou
皴法 cunfa
散件 sanjian
团块 tuankuai
电话费 dianhuafei
上卷 shangjuan
时区 shiqu
绝地 juedi
堆场 duichang
教唆犯 jiaosuofan
大法 dafa
地铁 ditie
版块 bankuai
大法 daifa
国民收入 guominshouru
夜色 yese
集群 jiqun
圣坛 shengtan
沙坑 shakeng
熟料 shuliao
肥力 feili
署长 shuchang
看家狗 kanjiagou
祸首 huoshou
嗓门 sangmen
脂粉气 zhifenqi
工资 gongzi
校友 xiaoyou
开首 kaishou
骑士团 qishituan
梨园子弟 liyuanzidi
蟹粉 xiefen
校友 jiaoyou
口型 kouxing
加座 jiazuo
据点 judian
沙门 shamen
账目 zhangmu
眼屎 yanshi
特价 tejia
积弊 jibi
人性 renxing
面目 mianmu
遮阳篷 zheyangpeng
奖状 jiangzhuang
动动脑 dongdongnao
快板儿 kuaibaner
牧笛 mudi
肚脐眼 duqiyan
国际主义 guojizhuyi
老伴 laoban
朱门 zhumen
书后 shuhou
干才 gancai
眼镜蛇 yanjingshe
趋势 qushi
块状 kuaizhuang
家眷 jiajuan
砚田 yantian
老婆婆 laopopo
植物人 zhiwuren
利剑 lijian
统舱 tongcang
蚂蜂 mafeng
数珠 shuzhu
语源学 yuyuanxue
疗法 liaofa
车场 chechang
协奏曲 xiezouqu
缠结 chanjie
触须 chuxu
陋巷 louxiang
数珠 shuozhu
车场 juchang
色粉 sefen
走势 zoushi
房室 fangshi
有情人 youqingren
墨囊 monang
省级 shengji
炮眼 paoyan
妖言 yaoyan
交警队 jiaojingdui
鉴戒 jianjie
省级 xingji
卫星通信 weixingtongxin
官能症 guannengzheng
快中子 kuaizhongzi
全形 quanxing
屠场 tuchang
科研部 keyanbu
祖辈 zubei
拼法 pinfa
水碱 shuijian
基频 jipin
提货单 tihuodan
主场 zhuchang
方面 fangmian
拐棍 guaigun
浓眉 nongmei
裁定书 caidingshu
拱形 gongxing
壤土 rangtu
甜食 tianshi
色心 sexin
答卷 dajuan
派性 paixing
提货单 dihuodan
快报 kuaibao
高分子 gaofenzi
项目 xiangmu
笔路 bilu
宅门 zhaimen
异性 yixing
总店 zongdian
简则 jianze
行头 xingtou
剧场 juchang
会场 huichang
止痛片 zhitongpian
总价 zongjia
隐患 yinhuan
专科 zhuanke
会场 kuaichang
行头 hangtou
小字辈 xiaozibei
功业 gongye
核素 hesu
隐君子 yinjunzi
土棍 tugun
光泽 guangze
劳务市场 laowushichang
月子病 yuezibing
激将法 jijiangfa
纯音 chunyin
家禽 jiaqin
满门 manmen
分销店 fenxiaodian
集中地 jizhongdi
禅门 chanmen
诉讼费 susongfei
禅门 shanmen
韧劲儿 renjiner
年兄 nianxiong
陪都 peidu
鉴赏家 jianshangjia
瑞签 ruiqian
相对主义 xiangduizhuyi
视点 shidian
操作法 caozuofa
下欠 xiaqian
阳电 yangdian
女贞 nvzhen
花芽 huaya
救助者 jiuzhuzhe
舅母 jiumu
司法界 sifajie
面粉厂 mianfenchang
自治法 zizhifa
骗术 pianshu
家门 jiamen
大漆 daqi
手斧 shoufu
卖方 maifang
范畴 fanchou
方框 fangkuang
大节 dajie
智能性 zhinengxing
死路 silu
西班牙人 xibanyaren
火塘 huotang
大节 daijie
爱侣 ailv
心肌 xinji
南半球 nanbanqiu
乳制品 ruzhipin
奇门 qimen
精神病 jingshenbing
票款 piaokuan
聚宝盆 jubaopen
载体 zaiti
烈士陵园 lieshilingyuan
奇门 jimen
大漆 daiqi
特例 teli
救济费 jiujifei
紫菀 ziwan
新秀 xinxiu
史料 shiliao
商场 shangchang
炭疽 tanju
法宝 fabao
山胞 shanbao
同位素 tongweisu
防渗墙 fangshenqiang
金融资本 jinrongziben
音准 yinzhun
面部 mianbu
令嫒 lingai
养母 yangmu
使节 shijie
军方 junfang
多肽 duotai
贼心 zeixin
木楔 muxie
映山红 yingshanhong
财势 caishi
鼻息 bixi
殖民者 zhiminzhe
灌溉渠 guangaiqu
单人舞 danrenwu
尿肥 niaofei
秽土 huitu
家常菜 jiachangcai
单人舞 chanrenwu
楼面 loumian
主楼 zhulou
商业 shangye
虚名 xuming
小萝卜 xiaoluobu
软膏 ruangao
虚职 xuzhi
农业局 nongyeju
军乐 junle
玉米棒子 yumibangzi
工艺 gongyi
户口本 hukouben
蟛蜞菊 pengqiju
白杨 baiyang
发动机盖 fadongjigai
受害者 shouhaizhe
畸形儿 jixinger
冷门 lengmen
蔬果 shuguo
水性 shuixing
领空 lingkong
医嘱 yizhu
士官 shiguan
儿童 ertong
太公 taigong
积愤 jifen
戏路 xilu
赔偿金 peichangjin
跳蚤 tiaozao
控制者 kongzhizhe
姊妹花 zimeihua
头型 touxing
内流河 neiliuhe
考点 kaodian
前驱 qianqu
净水厂 jingshuichang
冗笔 rongbi
沙苑子 shayuanzi
政治经济学 zhengzhijingjixue
亚健康 yajiankang
凝乳 ningru
商业网 shangyewang
奴才 nucai
偏门 pianmen
氮素 dansu
鲜血 xianxue
花名 huaming
朝露 chaolu
本利 benli
邮差 youcha
百分率 baifenlv
油漆厂 youqichang
客座 kezuo
黑信 heixin
发刊词 fakanci
妈妈 mama
恶霸地主 ebadizhu
劳动生产率 laodongshengchanlv
誓师大会 shishidahui
劣货 liehuo
哨位 shaowei
残迹 canji
孙辈 sunbei
自发性 zifaxing
路灯 ludeng
白话诗 baihuashi
小日子 xiaorizi
哀乐 aile
日用百货 riyongbaihuo
进取心 jinquxin
拳法 quanfa
条形 tiaoxing
古铜色 gutongse
鸭嘴兽 yazuishou
戏法 xifa
量纲 lianggang
内需 neixu
表演唱 biaoyanchang
魔芋 moyu
鼓风炉 gufenglu
火坑 huokeng
人群 renqun
人情 renqing
课表 kebiao
琴音 qinyin
岁差 suicha
佳音 jiayin
言责 yanze
枪眼 qiangyan
标志性 biaozhixing
中成药 zhongchengyao
成文法 chengwenfa
工艺品 gongyipin
湖岸 huan
政务 zhengwu
艺术 yishu
海蚀 haishi
全市 quanshi
塔座 tazuo
茶缸子 chagangzi
干槽症 gancaozheng
警卫队 jingweidui
节奏 jiezou
客队 kedui
墓地 mudi
灵童 lingtong
重兵 zhongbing
公公 gonggong
薪俸 xinfeng
女儿墙 nverqiang
终身伴侣 zhongshenbanlv
阵式 zhenshi
文责 wenze
防御性 fangyuxing
法场 fachang
大队 dadui
风斗 fengdou
赛会 saihui
出租店 chuzudian
近况 jinkuang
泥坑 nikeng
内眷 neijuan
室内赛 shineisai
大队 daidui
木偶 muou
战袍 zhanpao
海龟 haigui
朱漆 zhuqi
总账 zongzhang
天主教徒 tianzhujiaotu
教材费 jiaocaifei
教育科 jiaoyuke
另册 lingce
工余 gongyu
热土 retu
末路 molu
刚性 gangxing
安危 anwei
标杆 biaogan
强击机 qiangjiji
高点 gaodian
假币 jiabi
保安 baoan
消息报 xiaoxibao
级差 jicha
冰毒 bingdu
亲家母 qinjiamu
银碟 yindie
义兄 yixiong
封泥 fengni
正电荷 zhengdianhe
算法 suanfa
里氏 lishi
失业者 shiyezhe
中队 zhongdui
外交团 waijiaotuan
苦果 kuguo
面孔 miankong
长毛 changmao
书摘 shuzhai
行状 xingzhuang
行状 hangzhuang
戒坛 jietan
通身 tongshen
高寿 gaoshou
哑嗓 yasang
大褂 dagua
边界 bianjie
下马威 xiamawei
村官 cunguan
礼法 lifa
听神经 tingshenjing
织布厂 zhibuchang
强击机 jiangjiji
呵欠 heqian
救心丸 jiuxinwan
鞍马 anma
保守派 baoshoupai
大褂 daigua
天棚 tianpeng
茶资 chazi
爷们 yemen
季节 jijie
铁锈 tiexiu
方法 fangfa
小步 xiaobu
旱地 handi
经理 jingli
武丑 wuchou
天阙 tianque
下法 xiafa
速描 sumiao
苞米 baomi
笑料 xiaoliao
知音 zhiyin
珠蚌 zhubang
滩羊 tanyang
承租人 chengzuren
友情 youqing
墨宝 mobao
猩猩 xingxing
瓦岗军 wagangjun
公法 gongfa
教皇 jiaohuang
地摊 ditan
莪术 eshu
滚筒 guntong
交情 jiaoqing
盘面 panmian
京油子 jingyouzi
侄孙 zhisun
放大纸 fangdazhi
心性 xinxing
致幻剂 zhihuanji
黄表纸 huangbiaozhi
叔婆 shupo
指节 zhijie
棋艺 qiyi
慈善家 cishanjia
棉田 miantian
砖块 zhuankuai
本色 bense
讽喻 fengyu
上辈 shangbei
百货业 baihuoye
登革热 denggere
白面儿 baimianer
唇音 chunyin
征兆 zhengzhao
角速度 jiaosudu
竞聚率 jingjulv
脉息 maixi
同门 tongmen
助手 zhushou
海拔 haiba
前襟 qianjin
顽症 wanzheng
谈判桌 tanpanzhuo
直觉性 zhijuexing
前后文 qianhouwen
脉息 moxi
累活 leihuo
黄金周 huangjinzhou
舅舅 jiujiu
待业者 daiyezhe
危险性 weixianxing
单方 danfang
话茬儿 huachaer
良朋 liangpeng
军犬 junquan
船帆 chuanfan
图形 tuxing
报童 baotong
次货 cihuo
对子 duizi
尘雾 chenwu
常胜军 changshengjun
钓饵 diaoer
建筑群 jianzhuqun
口岸 kouan
地图册 dituce
挚友 zhiyou
大雾 dawu
通则 tongze
新闻处 xinwenchu
泛音 fanyin
爱尔兰人 aierlanren
大雾 daiwu
机械 jixie
末班车 mobanche
耐油性 naiyouxing
天镜 tianjing
全县 quanxian
掌舵人 zhangduoren
角速度 juesudu
写法 xiefa
双肩 shuangjian
单方 chanfang
碰头会 pengtouhui
家珍 jiazhen
奢侈品 shechipin
保管员 baoguanyuan
负电荷 fudianhe
党团员 dangtuanyuan
吸虫 xichong
舞池 wuchi
市面 shimian
墨笔 mobi
悬索桥 xuansuoqiao
含沙量 hanshaliang
功勋 gongxun
高层 gaoceng
职责 zhize
教务处 jiaowuchu
耕地 gengdi
羽冠 yuguan
缘故 yuangu
爆破筒 baopotong
弱冠 ruoguan
油田 youtian
中册 zhongce
保管人 baoguanren
机型 jixing
变奏曲 bianzouqu
糖块 tangkuai
浓雾 nongwu
关节 guanjie
违犯者 weifanzhe
科学界 kexuejie
客气话 keqihua
重灾区 zhongzaiqu
姑姑 gugu
舞客 wuke
情报 qingbao
继承权 jichengquan
煤气罐 meiqiguan
授乳 shouru
局面 jumian
靶心 baxin
外孙女 waisunnv
理工学院 ligongxueyuan
网吧 wangba
壁饰 bishi
左路 zuolu
技巧 jiqiao
专案组 zhuananzu
出租人 chuzuren
房门 fangmen
委员 weiyuan
起点 qidian
贵妃 guifei
无底洞 wudidong
感想 ganxiang
产地 chandi
软食 ruanshi
宿敌 sudi
豆青 douqing
耀斑 yaoban
导报 daobao
宿敌 xiudi
座舱 zuocang
国际单位 guojidanwei
佳话 jiahua
科幻片 kehuanpian
啸鸣 xiaoming
门廊 menlang
行楷 xingkai
支渠 zhiqu
行楷 hangkai
哲学 zhexue
凶手 xiongshou
工程部 gongchengbu
佩饰 peishi
山路 shanlu
墙报 qiangbao
函件 hanjian
风度 fengdu
玉宇 yuyu
祭坛 jitan
绝路 juelu
皮屑 pixie
观察所 guanchasuo
实情 shiqing
沼泽地 zhaozedi
卷面 juanmian
紫外线 ziwaixian
刑罚 xingfa
疏密度 shumidu
云气 yunqi
火炮 huopao
人迹 renji
友协 youxie
梯田 titian
子代 zidai
超声速 chaoshengsu
锋面 fengmian
砂型 shaxing
阑干 langan
巨款 jukuan
网坛 wangtan
晨报 chenbao
孙儿女 sunernv
白虎 baihu
婚期 hunqi
民法 minfa
激情 jiqing
火锅 huoguo
辐合 fuhe
书籍 shuji
实施者 shishizhe
磁性 cixing
管教所 guanjiaosuo
分散度 fensandu
诉讼法 susongfa
儒略历 rulveli
强敌 qiangdi
牛毛雨 niumaoyu
试验区 shiyanqu
减法 jianfa
强敌 jiangdi
阴谋家 yinmoujia
化妆品 huazhuangpin
终身制 zhongshenzhi
组织机构 zuzhijigou
后窗 houchuang
奸情 jianqing
应徵者 yingzhengzhe
鲜果 xianguo
印堂 yintang
失策 shice
雪灾 xuezai
前奏曲 qianzouqu
汗滴 handi
压寨夫人 yazhaifuren
畅想曲 changxiangqu
男模 nanmo
死地 sidi
夙诺 sunuo
现值 xianzhi
磨耗 mohao
伴侣 banlv
罗经 luojing
财阀 caifa
健步 jianbu
水禽 shuiqin
中景 zhongjing
凶气 xiongqi
公安 gongan
稚童 zhitong
警标 jingbiao
接龙 jielong
艾窝窝 aiwowo
尖塔 jianta
简牍 jiandu
梳齿 shuchi
大田 datian
蛇咬伤 sheyaoshang
跌势 dieshi
大田 daitian
连长 lianchang
干草堆 gancaodui
曾孙 zengsun
质点 zhidian
素问 suwen
繁文缛礼 fanwenruli
水色 shuise
环形 huanxing
耘锄 yunchu
曾孙 cengsun
符节 fujie
救济品 jiujipin
旱田 hantian
冰橇 bingqiao
中雪 zhongxue
御林军 yulinjun
大板车 dabanche
初雪 chuxue
纽芬兰 niufenlan
大板车 daibanche
内参 neican
佛法 fofa
器件 qijian
乡镇 xiangzhen
祖先 zuxian
航空 hangkong
比利时人 bilishiren
农活 nonghuo
墙面 qiangmian
双宾语 shuangbinyu
伏笔 fubi
项圈 xiangquan
诏谕 zhaoyu
盐碱滩 yanjiantan
购房款 goufangkuan
回路 huilu
野人 yeren
市报 shibao
屋门 wumen
国宝 guobao
后步 houbu
省长 shengchang
影响力 yingxiangli
帐面 zhangmian
进口税 jinkoushui
省长 xingchang
炮兵群 paobingqun
瑰宝 guibao
出入口 churukou
财运 caiyun
分公司 fengongsi
铁甲 tiejia
树荫 shuyin
球路 qiulu
魁首 kuishou
花絮 huaxu
凝血酶原 ningxuemeiyuan
奇功 qigong
田园诗 tianyuanshi
车站 chezhan
工业界 gongyejie
奇才 qicai
奇功 jigong
集训地 jixundi
车站 juzhan
吉卜赛人 jibusairen
奇才 jicai
苇席 weixi
岩床 yanchuang
后场 houchang
火性 huoxing
麦茬 maicha
提前量 tiqianliang
航运 hangyun
皮件 pijian
玉玺 yuxi
冰碴儿 bingchaer
血管性 xueguanxing
提前量 diqianliang
银质奖 yinzhijiang
绝艺 jueyi
山魈 shanxiao
战法 zhanfa
血管性 xieguanxing
蒜瓣 suanban
复摆 fubai
乐音 leyin
梯形 tixing
水秀 shuixiu
短传 duanchuan
桂冠 guiguan
纺织机械 fangzhijixie
航标 hangbiao
国乐 guole
字汇 zihui
鸿毛 hongmao
落日 luori
窍门 qiaomen
近似值 jinsizhi
肢势 zhishi
乐土 letu
导火线 daohuoxian
年利 nianli
墓室 mushi
落日 laori
销势 xiaoshi
奶妈 naima
夜场 yechang
难度 nandu
境地 jingdi
丧气话 sangqihua
周报 zhoubao
所想 suoxiang
排坛 paitan
代名词 daimingci
高低杠 gaodigang
出路 chulu
微利 weili
麻点 madian
别情 bieqing
输卵管 shuluanguan
将才 jiangcai
刀痕 daohen
勘探者 kantanzhe
民谚 minyan
平地 pingdi
白前 baiqian
道家 daojia
细胞 xibao
航母 hangmu
医科院 yikeyuan
伪饰 weishi
土路 tulu
专业 zhuanye
梅毒 meidu
司法 sifa
印痕 yinhen
黏度 niandu
劳动日 laodongri
形容词 xingrongci
摄政王 shezhengwang
小辈 xiaobei
品性 pinxing
侨眷 qiaojuan
丹毒 dandu
被里 beili
评委会 pingweihui
新法 xinfa
男童 nantong
私法 sifa
月利 yueli
臂膀 bibang
落霞 luoxia
回执 huizhi
响音 xiangyin
金元 jinyuan
野花 yehua
专差 zhuancha
臂膀 beibang
功利 gongli
落霞 laoxia
饭食 fanshi
大料 daliao
老伴儿 laobaner
线材 xiancai
大料 dailiao
福音 fuyin
节日 jieri
水滴 shuidi
碱性 jianxing
义士 yishi
现金 xianjin
疵点 cidian
条理性 tiaolixing
销售额 xiaoshoue
厚利 houli
马蜂 mafeng
增幅 zengfu
气焰 qiyan
私活 sihuo
林荫 linyin
粒肥 lifei
胃病 weibing
老年人 laonianren
木棍 mugun
残敌 candi
岗地 gangdi
文坛 wentan
零售业 lingshouye
微臣 weichen
体形 tixing
暗门 anmen
近日点 jinridian
薪资 xinzi
宪法 xianfa
位图 weitu
枪法 qiangfa
锦标 jinbiao
内情 neiqing
公司 gongsi
接收者 jieshouzhe
矩形 juxing
宫阙 gongque
德性 dexing
总则 zongze
代办所 daibansuo
弘愿 hongyuan
高中 gaozhong
官气 guanqi
雨燕 yuyan
政情 zhengqing
膏状 gaozhuang
浅色 qianse
人士 renshi
发展党员 fazhandangyuan
合作社 hezuoshe
司售人员 sishourenyuan
科学性 kexuexing
活罪 huozui
试车场 shichechang
畸形 jixing
渊源 yuanyuan
狐臭 huchou
企业界 qiyejie
步幅 bufu
折扣率 zhekoulv
程序性 chengxuxing
保险业 baoxianye
珍禽 zhenqin
折扣率 shekoulv
原田 yuantian
亲眷 qinjuan
诱饵 youer
花插 huacha
南门 nanmen
陆地棉 ludimian
盐场 yanchang
双周刊 shuangzhoukan
厚片 houpian
万难 wannan
自治省 zizhisheng
外缘 waiyuan
吉期 jiqi
鸱鸺 chixiu
航务 hangwu
趟马 tangma
指法 zhifa
星座 xingzuo
鳞茎 linjing
恶徒 etu
情形 qingxing
训示 xunshi
长空 changkong
排场 paichang
鸨母 baomu
棱角 lengjiao
代表作 daibiaozuo
大笔 dabi
橘柑 jugan
江米酒 jiangmijiu
挂件 guajian
卫队 weidui
邻里 linli
大笔 daibi
枝梢 zhishao
行当 xingdang
配音演员 peiyinyanyuan
馆长 guanchang
人愿 renyuan
行当 hangdang
凝聚力 ningjuli
行款 xingkuan
女眷 nvjuan
绿豆糕 lvdougao
熊瞎子 xiongxiazi
要目 yaomu
肩膀 jianbang
行款 hangkuan
捕鲸船 bujingchuan
修理店 xiulidian
总督 zongdu
共性 gongxing
支路 zhilu
脑贫血 naopinxue
媒质 meizhi
芝麻官 zhimaguan
玉音 yuyin
理工大学 ligongdaxue
丫鬟 yahuan
粗制品 cuzhipin
狼毫 langhao
外域 waiyu
柳荫 liuyin
奸徒 jiantu
公假 gongjia
反对票 fanduipiao
两院制 liangyuanzhi
机群 jiqun
残雪 canxue
最大值 zuidazhi
草履虫 caolvchong
烤羊肉 kaoyangrou
霸权主义 baquanzhuyi
功臣 gongchen
锁钥 suoyue
笔杆 bigan
口气 kouqi
脚注 jiaozhu
警方 jingfang
害人虫 hairenchong
花苞 huabao
群英会 qunyinghui
恶棍 egun
山坡地 shanpodi
几何体 jiheti
反作用 fanzuoyong
儿孙 ersun
环佩 huanpei
专座 zhuanzuo
蜂乳 fengru
月桂树 yueguishu
鉴定者 jiandingzhe
废气 feiqi
死面 simian
正切 zhengqie
鬼把戏 guibaxi
侯门 houmen
下下棋 xiaxiaqi
国贼 guozei
操场 caochang
缚鸡之力 fujizhili
计谋 jimou
棉红铃虫 mianhonglingchong
瓷窑 ciyao
胳膊 gebo
悟性 wuxing
地空导弹 dikongdaodan
衣食 yishi
恶鬼 egui
慢件 manjian
俳优 paiyou
实景 shijing
豪绅 haoshen
别传 biechuan
书函 shuhan
阵势 zhenshi
咖啡馆 kafeiguan
时节 shijie
东方人 dongfangren
常识性 changshixing
上界 shangjie
心上人 xinshangren
增长率 zengchanglv
茶亭 chating
条款 tiaokuan
世亲 shiqin
专有名词 zhuanyoumingci
副科 fuke
探子 tanzi
缘簿 yuanbu
勾当 goudang
冤气 yuanqi
观点 guandian
升学率 shengxuelv
涉禽 sheqin
细故 xigu
拉拔 laba
枝丫 zhiya
税法 shuifa
恶报 ebao
入网费 ruwangfei
鼻窦 bidou
连珠炮 lianzhupao
逻辑 luoji
所得 suode
早报 zaobao
奸细 jianxi
航天员 hangtianyuan
玩艺 wanyi
语句 yuju
爹地 diedi
香榧 xiangfei
满面 manmian
教法 jiaofa
神祗 shenzhi
年休 nianxiu
玩法 wanfa
通讯网 tongxunwang
民宅 minzhai
贵客 guike
散工 sangong
风湿病 fengshibing
甘露 ganlu
亲信 qinxin
占领区 zhanlingqu
缺门 quemen
净利 jingli
志气 zhiqi
生物质能 shengwuzhineng
内功 neigong
货运站 huoyunzhan
植被 zhibei
寒窗 hanchuang
老小 laoxiao
狂拼 kuangpin
次生林 cishenglin
马列主义 maliezhuyi
图穷匕首见 tuqiongbishoujian
大面积 damianji
冒失鬼 maoshigui
耳孔 erkong
女人 nvren
反切 fanqie
大面积 daimianji
朱笔 zhubi
矿坑 kuangkeng
淫乐 yinle
脆响 cuixiang
胃癌 weiai
浮面 fumian
桂枝 guizhi
元气 yuanqi
管乐 guanle
肉芽肿 rouyazhong
洋铁 yangtie
恶臭 echou
正常性 zhengchangxing
车顶 cheding
太后 taihou
奶牙 naiya
指甲盖 zhijiagai
雨点 yudian
车顶 juding
公众 gongzhong
交响音乐 jiaoxiangyinle
天门冬 tianmendong
疑问句 yiwenju
免疫力 mianyili
板斧 banfu
联邦制 lianbangzhi
面食 mianshi
常情 changqing
噎膈 yege
提法 tifa
手艺 shouyi
齑粉 jifen
提法 difa
屋顶花园 wudinghuayuan
电话铃 dianhualing
正旦 zhengdan
火情 huoqing
通知书 tongzhishu
义利 yili
通草 tongcao
要点 yaodian
目的性 mudexing
元宝 yuanbao
节点 jiedian
领圈 lingquan
诱惑力 youhuoli
门斗 mendou
噩兆 ezhao
党性 dangxing
小孩儿 xiaohaier
国军 guojun
铅字 qianzi
活字版 huoziban
课程表 kechengbiao
网友 wangyou
实名制 shimingzhi
少年犯 shaonianfan
服饰 fushi
前景 qianjing
冷却水 lengqueshui
宗法 zongfa
甬路 yonglu
茶食 chashi
女孩儿 nvhaier
因素 yinsu
水潭 shuitan
企业 qiye
院长 yuanchang
黄米 huangmi
申请书 shenqingshu
飞雁 feiyan
乌尔 wuer
身家 shenjia
妆饰 zhuangshi
脚跟 jiaogen
刀俎 daozu
电视片 dianshipian
驴骡 lvluo
剧毒 judu
舅姑 jiugu
方向性 fangxiangxing
刀法 daofa
球坛 qiutan
摇篮 yaolan
军操 juncao
边塞 biansai
火场 huochang
导电性 daodianxing
环节 huanjie
商法 shangfa
亲兄弟 qinxiongdi
神鬼 shengui
低值易耗品 dizhiyihaopin
简报 jianbao
月牙 yueya
下期 xiaqi
活性 huoxing
指挥者 zhihuizhe
极乐 jile
万金 wanjin
炮衣 paoyi
球面 qiumian
壮苗 zhuangmiao
邮资 youzi
日程表 richengbiao
房租费 fangzufei
构架 goujia
涓滴 juandi
夙愿 suyuan
联盟 lianmeng
电料 dianliao
挂包 guabao
折枝 zhezhi
喜色 xise
酒店业 jiudianye
管理所 guanlisuo
折枝 shezhi
网管 wangguan
村宅 cunzhai
邮务 youwu
感性 ganxing
希腊人 xilaren
道姑 daogu
业内人士 yeneirenshi
复利 fuli
内宅 neizhai
乘法 chengfa
脓疮 nongchuang
锈病 xiubing
牯牛 guniu
鸾凤 luanfeng
舌苔 shetai
雨势 yushi
队长 duichang
越剧团 yuejutuan
旅客 lvke
工贼 gongzei
女士 nvshi
汉传 hanchuan
肾小管 shenxiaoguan
僧侣 senglv
棋路 qilu
决策者 juecezhe
赌资 duzi
助理员 zhuliyuan
微生物 weishengwu
看不过去 kanbuguoqu
下情 xiaqing
鼬鼠 youshu
部长 buchang
物件 wujian
政敌 zhengdi
山冈 shangang
傻子 shazi
野鸭 yeya
价差 jiacha
万有引力 wanyouyinli
巴乌 bawu
高杆 gaogan
市县 shixian
泽兰 zelan
铅矿 qiankuang
躯体 quti
技工学校 jigongxuexiao
牧群 muqun
保卫者 baoweizhe
裤兜 kudou
败絮 baixu
学园 xueyuan
贵妇人 guifuren
使用证 shiyongzheng
正常值 zhengchangzhi
客货 kehuo
薯莨 shulang
朱批 zhupi
窟宅 kuzhai
起点站 qidianzhan
高祖母 gaozumu
革委会 geweihui
菜篮子 cailanzi
紫绀 zigan
情节 qingjie
水火棍 shuihuogun
雄黄酒 xionghuangjiu
美差 meicha
灯饰 dengshi
印玺 yinxi
邀请书 yaoqingshu
宝座 baozuo
遗孀 yishuang
肾囊 shennang
陈米 chenmi
士气 shiqi
难经 nanjing
老家 laojia
个体所有制 getisuoyouzhi
风圈 fengquan
风铲 fengchan
水力学 shuilixue
白血病 baixuebing
家法 jiafa
湿法 shifa
古堡 gubao
宽频 kuanpin
坐功 zuogong
